student_id,school,class_id,student_no,subject,question_id,correct
B_2_16,B,2,16,kokugo,国1,1
B_2_17,B,2,17,kokugo,国1,1
B_2_18,B,2,18,kokugo,国1,1
B_2_19,B,2,19,kokugo,国1,1
B_2_20,B,2,20,kokugo,国1,1
B_2_21,B,2,21,kokugo,国1,1
B_2_22,B,2,22,kokugo,国1,1
B_2_23,B,2,23,kokugo,国1,1
B_2_24,B,2,24,kokugo,国1,1
B_2_25,B,2,25,kokugo,国1,1
B_2_26,B,2,26,kokugo,国1,1
B_2_27,B,2,27,kokugo,国1,1
B_2_28,B,2,28,kokugo,国1,0
B_2_29,B,2,29,kokugo,国1,1
B_2_30,B,2,30,kokugo,国1,1
C_1_1,C,1,1,kokugo,国1,1
C_1_2,C,1,2,kokugo,国1,1
C_1_3,C,1,3,kokugo,国1,1
C_1_4,C,1,4,kokugo,国1,1
C_1_5,C,1,5,kokugo,国1,1
C_1_6,C,1,6,kokugo,国1,0
C_1_7,C,1,7,kokugo,国1,1
C_1_8,C,1,8,kokugo,国1,1
C_1_9,C,1,9,kokugo,国1,1
C_1_10,C,1,10,kokugo,国1,1
C_1_11,C,1,11,kokugo,国1,1
C_1_12,C,1,12,kokugo,国1,0
C_1_13,C,1,13,kokugo,国1,1
C_1_14,C,1,14,kokugo,国1,1
C_1_15,C,1,15,kokugo,国1,1
C_1_16,C,1,16,kokugo,国1,1
C_1_17,C,1,17,kokugo,国1,1
C_1_18,C,1,18,kokugo,国1,1
C_1_19,C,1,19,kokugo,国1,0
C_1_20,C,1,20,kokugo,国1,0
C_1_21,C,1,21,kokugo,国1,1
C_1_22,C,1,22,kokugo,国1,1
C_1_23,C,1,23,kokugo,国1,1
C_1_24,C,1,24,kokugo,国1,1
C_1_25,C,1,25,kokugo,国1,1
C_1_26,C,1,26,kokugo,国1,0
C_1_27,C,1,27,kokugo,国1,0
C_1_28,C,1,28,kokugo,国1,1
C_1_29,C,1,29,kokugo,国1,1
C_1_30,C,1,30,kokugo,国1,1
C_2_1,C,2,1,kokugo,国1,1
C_2_2,C,2,2,kokugo,国1,1
C_2_3,C,2,3,kokugo,国1,1
C_2_4,C,2,4,kokugo,国1,1
C_2_5,C,2,5,kokugo,国1,1
C_2_6,C,2,6,kokugo,国1,1
C_2_7,C,2,7,kokugo,国1,1
C_2_8,C,2,8,kokugo,国1,1
C_2_9,C,2,9,kokugo,国1,1
C_2_10,C,2,10,kokugo,国1,1
C_2_11,C,2,11,kokugo,国1,0
C_2_12,C,2,12,kokugo,国1,1
C_2_13,C,2,13,kokugo,国1,1
C_2_14,C,2,14,kokugo,国1,1
C_2_15,C,2,15,kokugo,国1,1
C_2_16,C,2,16,kokugo,国1,1
C_2_17,C,2,17,kokugo,国1,1
C_2_18,C,2,18,kokugo,国1,1
C_2_19,C,2,19,kokugo,国1,1
C_2_20,C,2,20,kokugo,国1,1
C_2_21,C,2,21,kokugo,国1,1
C_2_22,C,2,22,kokugo,国1,1
C_2_23,C,2,23,kokugo,国1,0
C_2_24,C,2,24,kokugo,国1,0
C_2_25,C,2,25,kokugo,国1,0
C_2_26,C,2,26,kokugo,国1,1
C_2_27,C,2,27,kokugo,国1,1
C_2_28,C,2,28,kokugo,国1,1
C_2_29,C,2,29,kokugo,国1,1
C_2_30,C,2,30,kokugo,国1,1
C_1_1,C,1,1,kokugo,国1,1
C_1_2,C,1,2,kokugo,国1,1
C_1_3,C,1,3,kokugo,国1,1
C_1_4,C,1,4,kokugo,国1,1
C_1_5,C,1,5,kokugo,国1,1
C_1_6,C,1,6,kokugo,国1,1
C_1_7,C,1,7,kokugo,国1,1
C_1_8,C,1,8,kokugo,国1,1
C_1_9,C,1,9,kokugo,国1,1
C_1_10,C,1,10,kokugo,国1,1
C_1_11,C,1,11,kokugo,国1,1
C_1_12,C,1,12,kokugo,国1,1
D_1_13,D,1,13,kokugo,国1,1
D_1_14,D,1,14,kokugo,国1,1
D_1_15,D,1,15,kokugo,国1,1
D_1_16,D,1,16,kokugo,国1,1
D_1_17,D,1,17,kokugo,国1,1
D_1_18,D,1,18,kokugo,国1,1
D_1_19,D,1,19,kokugo,国1,1
D_1_20,D,1,20,kokugo,国1,0
D_1_21,D,1,21,kokugo,国1,0
D_1_22,D,1,22,kokugo,国1,0
D_1_23,D,1,23,kokugo,国1,0
D_1_24,D,1,24,kokugo,国1,1
D_1_25,D,1,25,kokugo,国1,1
D_1_26,D,1,26,kokugo,国1,1
D_1_27,D,1,27,kokugo,国1,1
D_1_28,D,1,28,kokugo,国1,1
D_1_29,D,1,29,kokugo,国1,1
D_1_30,D,1,30,kokugo,国1,1
D_2_1,D,2,1,kokugo,国1,1
D_2_2,D,2,2,kokugo,国1,1
D_2_3,D,2,3,kokugo,国1,1
D_2_4,D,2,4,kokugo,国1,0
D_2_5,D,2,5,kokugo,国1,0
D_2_6,D,2,6,kokugo,国1,1
D_2_7,D,2,7,kokugo,国1,1
D_2_8,D,2,8,kokugo,国1,1
D_2_9,D,2,9,kokugo,国1,0
D_2_10,D,2,10,kokugo,国1,1
D_2_11,D,2,11,kokugo,国1,1
D_2_12,D,2,12,kokugo,国1,1
D_2_13,D,2,13,kokugo,国1,1
D_2_14,D,2,14,kokugo,国1,0
D_2_15,D,2,15,kokugo,国1,1
D_2_16,D,2,16,kokugo,国1,1
D_2_17,D,2,17,kokugo,国1,1
D_2_18,D,2,18,kokugo,国1,1
D_2_19,D,2,19,kokugo,国1,1
D_2_20,D,2,20,kokugo,国1,1
D_2_21,D,2,21,kokugo,国1,1
D_2_22,D,2,22,kokugo,国1,1
D_2_23,D,2,23,kokugo,国1,1
D_2_24,D,2,24,kokugo,国1,1
D_2_25,D,2,25,kokugo,国1,1
D_2_26,D,2,26,kokugo,国1,1
D_2_27,D,2,27,kokugo,国1,1
D_2_28,D,2,28,kokugo,国1,1
D_2_29,D,2,29,kokugo,国1,1
D_2_30,D,2,30,kokugo,国1,1
A_1_1,A,1,1,kokugo,国2,0
A_1_2,A,1,2,kokugo,国2,0
A_1_3,A,1,3,kokugo,国2,0
A_1_4,A,1,4,kokugo,国2,0
A_1_5,A,1,5,kokugo,国2,0
A_1_6,A,1,6,kokugo,国2,1
A_1_7,A,1,7,kokugo,国2,1
A_1_8,A,1,8,kokugo,国2,0
A_1_9,A,1,9,kokugo,国2,0
A_1_10,A,1,10,kokugo,国2,0
A_1_11,A,1,11,kokugo,国2,0
A_1_12,A,1,12,kokugo,国2,0
A_1_13,A,1,13,kokugo,国2,1
A_1_14,A,1,14,kokugo,国2,1
A_1_15,A,1,15,kokugo,国2,1
A_1_16,A,1,16,kokugo,国2,1
A_1_17,A,1,17,kokugo,国2,1
A_1_18,A,1,18,kokugo,国2,0
A_1_19,A,1,19,kokugo,国2,1
A_1_20,A,1,20,kokugo,国2,0
A_1_21,A,1,21,kokugo,国2,0
A_1_22,A,1,22,kokugo,国2,1
A_1_23,A,1,23,kokugo,国2,1
A_1_24,A,1,24,kokugo,国2,1
A_1_25,A,1,25,kokugo,国2,1
A_1_26,A,1,26,kokugo,国2,1
A_1_27,A,1,27,kokugo,国2,0
A_1_28,A,1,28,kokugo,国2,1
A_1_29,A,1,29,kokugo,国2,0
A_1_30,A,1,30,kokugo,国2,0
A_2_1,A,2,1,kokugo,国2,0
A_2_2,A,2,2,kokugo,国2,1
A_2_3,A,2,3,kokugo,国2,0
A_2_4,A,2,4,kokugo,国2,1
A_2_5,A,2,5,kokugo,国2,0
A_2_6,A,2,6,kokugo,国2,1
A_2_7,A,2,7,kokugo,国2,0
A_2_8,A,2,8,kokugo,国2,1
A_2_9,A,2,9,kokugo,国2,1
A_2_10,A,2,10,kokugo,国2,0
A_2_11,A,2,11,kokugo,国2,0
A_2_12,A,2,12,kokugo,国2,1
A_2_13,A,2,13,kokugo,国2,1
A_2_14,A,2,14,kokugo,国2,0
A_2_15,A,2,15,kokugo,国2,0
A_2_16,A,2,16,kokugo,国2,1
A_2_17,A,2,17,kokugo,国2,0
A_2_18,A,2,18,kokugo,国2,1
A_2_19,A,2,19,kokugo,国2,0
A_2_20,A,2,20,kokugo,国2,1
A_2_21,A,2,21,kokugo,国2,1
A_2_22,A,2,22,kokugo,国2,0
A_2_23,A,2,23,kokugo,国2,1
A_2_24,A,2,24,kokugo,国2,0
A_2_25,A,2,25,kokugo,国2,0
A_2_26,A,2,26,kokugo,国2,1
A_2_27,A,2,27,kokugo,国2,0
A_2_28,A,2,28,kokugo,国2,1
A_2_29,A,2,29,kokugo,国2,0
A_2_30,A,2,30,kokugo,国2,0
B_1_1,B,1,1,kokugo,国2,0
B_1_2,B,1,2,kokugo,国2,1
B_1_3,B,1,3,kokugo,国2,0
B_1_4,B,1,4,kokugo,国2,1
B_1_5,B,1,5,kokugo,国2,1
B_1_6,B,1,6,kokugo,国2,1
B_1_7,B,1,7,kokugo,国2,0
B_1_8,B,1,8,kokugo,国2,0
B_1_9,B,1,9,kokugo,国2,1
B_1_10,B,1,10,kokugo,国2,1
B_1_11,B,1,11,kokugo,国2,0
B_1_12,B,1,12,kokugo,国2,0
B_1_13,B,1,13,kokugo,国2,1
B_1_14,B,1,14,kokugo,国2,0
B_1_15,B,1,15,kokugo,国2,1
B_1_16,B,1,16,kokugo,国2,0
B_1_17,B,1,17,kokugo,国2,0
B_1_18,B,1,18,kokugo,国2,0
B_1_19,B,1,19,kokugo,国2,1
B_1_20,B,1,20,kokugo,国2,0
B_1_21,B,1,21,kokugo,国2,1
B_1_22,B,1,22,kokugo,国2,1
B_1_23,B,1,23,kokugo,国2,0
B_1_24,B,1,24,kokugo,国2,1
B_1_25,B,1,25,kokugo,国2,1
B_1_26,B,1,26,kokugo,国2,0
B_1_27,B,1,27,kokugo,国2,0
B_1_28,B,1,28,kokugo,国2,1
B_1_29,B,1,29,kokugo,国2,1
B_1_30,B,1,30,kokugo,国2,1
B_2_1,B,2,1,kokugo,国2,1
B_2_2,B,2,2,kokugo,国2,0
B_2_3,B,2,3,kokugo,国2,1
B_2_4,B,2,4,kokugo,国2,1
B_2_5,B,2,5,kokugo,国2,1
B_2_6,B,2,6,kokugo,国2,1
B_2_7,B,2,7,kokugo,国2,1
B_2_8,B,2,8,kokugo,国2,0
B_2_9,B,2,9,kokugo,国2,1
B_2_10,B,2,10,kokugo,国2,0
B_2_11,B,2,11,kokugo,国2,1
B_2_12,B,2,12,kokugo,国2,0
B_2_13,B,2,13,kokugo,国2,0
B_2_14,B,2,14,kokugo,国2,0
B_2_15,B,2,15,kokugo,国2,1
B_2_16,B,2,16,kokugo,国2,0
B_2_17,B,2,17,kokugo,国2,1
B_2_18,B,2,18,kokugo,国2,0
B_2_19,B,2,19,kokugo,国2,0
B_2_20,B,2,20,kokugo,国2,1
B_2_21,B,2,21,kokugo,国2,1
B_2_22,B,2,22,kokugo,国2,1
B_2_23,B,2,23,kokugo,国2,0
B_2_24,B,2,24,kokugo,国2,0
B_2_25,B,2,25,kokugo,国2,0
B_2_26,B,2,26,kokugo,国2,0
B_2_27,B,2,27,kokugo,国2,1
B_2_28,B,2,28,kokugo,国2,1
B_2_29,B,2,29,kokugo,国2,1
B_2_30,B,2,30,kokugo,国2,1
C_1_1,C,1,1,kokugo,国2,0
C_1_2,C,1,2,kokugo,国2,1
C_1_3,C,1,3,kokugo,国2,0
C_1_4,C,1,4,kokugo,国2,1
C_1_5,C,1,5,kokugo,国2,0
C_1_6,C,1,6,kokugo,国2,1
C_1_7,C,1,7,kokugo,国2,1
C_1_8,C,1,8,kokugo,国2,0
C_1_9,C,1,9,kokugo,国2,0
C_1_10,C,1,10,kokugo,国2,1
C_1_11,C,1,11,kokugo,国2,1
C_1_12,C,1,12,kokugo,国2,0
C_1_13,C,1,13,kokugo,国2,0
C_1_14,C,1,14,kokugo,国2,1
C_1_15,C,1,15,kokugo,国2,1
C_1_16,C,1,16,kokugo,国2,1
C_1_17,C,1,17,kokugo,国2,1
C_1_18,C,1,18,kokugo,国2,0
C_1_19,C,1,19,kokugo,国2,0
C_1_20,C,1,20,kokugo,国2,1
C_1_21,C,1,21,kokugo,国2,1
C_1_22,C,1,22,kokugo,国2,1
C_1_23,C,1,23,kokugo,国2,0
C_1_24,C,1,24,kokugo,国2,1
C_1_25,C,1,25,kokugo,国2,0
C_1_26,C,1,26,kokugo,国2,0
C_1_27,C,1,27,kokugo,国2,1
C_1_28,C,1,28,kokugo,国2,0
C_1_29,C,1,29,kokugo,国2,0
C_1_30,C,1,30,kokugo,国2,1
C_2_1,C,2,1,kokugo,国2,1
C_2_2,C,2,2,kokugo,国2,1
C_2_3,C,2,3,kokugo,国2,0
C_2_4,C,2,4,kokugo,国2,0
C_2_5,C,2,5,kokugo,国2,0
C_2_6,C,2,6,kokugo,国2,0
C_2_7,C,2,7,kokugo,国2,0
C_2_8,C,2,8,kokugo,国2,0
C_2_9,C,2,9,kokugo,国2,1
C_2_10,C,2,10,kokugo,国2,0
C_2_11,C,2,11,kokugo,国2,1
C_2_12,C,2,12,kokugo,国2,1
C_2_13,C,2,13,kokugo,国2,1
C_2_14,C,2,14,kokugo,国2,0
C_2_15,C,2,15,kokugo,国2,1
C_2_16,C,2,16,kokugo,国2,1
C_2_17,C,2,17,kokugo,国2,0
C_2_18,C,2,18,kokugo,国2,1
C_2_19,C,2,19,kokugo,国2,1
C_2_20,C,2,20,kokugo,国2,1
C_2_21,C,2,21,kokugo,国2,1
C_2_22,C,2,22,kokugo,国2,0
C_2_23,C,2,23,kokugo,国2,0
C_2_24,C,2,24,kokugo,国2,0
C_2_25,C,2,25,kokugo,国2,0
C_2_26,C,2,26,kokugo,国2,1
C_2_27,C,2,27,kokugo,国2,0
C_2_28,C,2,28,kokugo,国2,1
C_2_29,C,2,29,kokugo,国2,0
C_2_30,C,2,30,kokugo,国2,1
C_1_1,C,1,1,kokugo,国2,0
C_1_2,C,1,2,kokugo,国2,0
C_1_3,C,1,3,kokugo,国2,0
C_1_4,C,1,4,kokugo,国2,1
C_1_5,C,1,5,kokugo,国2,1
C_1_6,C,1,6,kokugo,国2,1
C_1_7,C,1,7,kokugo,国2,1
C_1_8,C,1,8,kokugo,国2,0
C_1_9,C,1,9,kokugo,国2,1
C_1_10,C,1,10,kokugo,国2,1
C_1_11,C,1,11,kokugo,国2,0
C_1_12,C,1,12,kokugo,国2,1
D_1_13,D,1,13,kokugo,国2,1
D_1_14,D,1,14,kokugo,国2,0
D_1_15,D,1,15,kokugo,国2,1
D_1_16,D,1,16,kokugo,国2,1
D_1_17,D,1,17,kokugo,国2,0
D_1_18,D,1,18,kokugo,国2,0
D_1_19,D,1,19,kokugo,国2,1
D_1_20,D,1,20,kokugo,国2,0
D_1_21,D,1,21,kokugo,国2,0
D_1_22,D,1,22,kokugo,国2,1
D_1_23,D,1,23,kokugo,国2,0
D_1_24,D,1,24,kokugo,国2,0
D_1_25,D,1,25,kokugo,国2,1
D_1_26,D,1,26,kokugo,国2,0
D_1_27,D,1,27,kokugo,国2,0
D_1_28,D,1,28,kokugo,国2,1
D_1_29,D,1,29,kokugo,国2,0
D_1_30,D,1,30,kokugo,国2,0
D_2_1,D,2,1,kokugo,国2,1
D_2_2,D,2,2,kokugo,国2,0
D_2_3,D,2,3,kokugo,国2,0
D_2_4,D,2,4,kokugo,国2,0
D_2_5,D,2,5,kokugo,国2,0
D_2_6,D,2,6,kokugo,国2,1
D_2_7,D,2,7,kokugo,国2,1
D_2_8,D,2,8,kokugo,国2,1
D_2_9,D,2,9,kokugo,国2,0
D_2_10,D,2,10,kokugo,国2,0
D_2_11,D,2,11,kokugo,国2,0
D_2_12,D,2,12,kokugo,国2,0
D_2_13,D,2,13,kokugo,国2,1
D_2_14,D,2,14,kokugo,国2,1
D_2_15,D,2,15,kokugo,国2,0
D_2_16,D,2,16,kokugo,国2,0
D_2_17,D,2,17,kokugo,国2,0
D_2_18,D,2,18,kokugo,国2,1
D_2_19,D,2,19,kokugo,国2,0
D_2_20,D,2,20,kokugo,国2,1
D_2_21,D,2,21,kokugo,国2,1
D_2_22,D,2,22,kokugo,国2,1
D_2_23,D,2,23,kokugo,国2,0
D_2_24,D,2,24,kokugo,国2,0
D_2_25,D,2,25,kokugo,国2,1
D_2_26,D,2,26,kokugo,国2,0
D_2_27,D,2,27,kokugo,国2,1
D_2_28,D,2,28,kokugo,国2,1
D_2_29,D,2,29,kokugo,国2,0
D_2_30,D,2,30,kokugo,国2,1
A_1_1,A,1,1,kokugo,国3,0
A_1_2,A,1,2,kokugo,国3,1
A_1_3,A,1,3,kokugo,国3,0
A_1_4,A,1,4,kokugo,国3,0
A_1_5,A,1,5,kokugo,国3,1
A_1_6,A,1,6,kokugo,国3,1
A_1_7,A,1,7,kokugo,国3,0
A_1_8,A,1,8,kokugo,国3,1
A_1_9,A,1,9,kokugo,国3,1
A_1_10,A,1,10,kokugo,国3,1
A_1_11,A,1,11,kokugo,国3,1
A_1_12,A,1,12,kokugo,国3,0
A_1_13,A,1,13,kokugo,国3,1
A_1_14,A,1,14,kokugo,国3,1
A_1_15,A,1,15,kokugo,国3,0
A_1_16,A,1,16,kokugo,国3,1
A_1_17,A,1,17,kokugo,国3,1
A_1_18,A,1,18,kokugo,国3,1
A_1_19,A,1,19,kokugo,国3,1
A_1_20,A,1,20,kokugo,国3,0
A_1_21,A,1,21,kokugo,国3,0
A_1_22,A,1,22,kokugo,国3,1
A_1_23,A,1,23,kokugo,国3,1
A_1_24,A,1,24,kokugo,国3,1
A_1_25,A,1,25,kokugo,国3,1
A_1_26,A,1,26,kokugo,国3,1
A_1_27,A,1,27,kokugo,国3,1
A_1_28,A,1,28,kokugo,国3,1
A_1_29,A,1,29,kokugo,国3,1
A_1_30,A,1,30,kokugo,国3,1
A_2_1,A,2,1,kokugo,国3,0
A_2_2,A,2,2,kokugo,国3,1
A_2_3,A,2,3,kokugo,国3,1
A_2_4,A,2,4,kokugo,国3,1
A_2_5,A,2,5,kokugo,国3,1
A_2_6,A,2,6,kokugo,国3,0
A_2_7,A,2,7,kokugo,国3,1
A_2_8,A,2,8,kokugo,国3,1
A_2_9,A,2,9,kokugo,国3,1
A_2_10,A,2,10,kokugo,国3,1
A_2_11,A,2,11,kokugo,国3,0
A_2_12,A,2,12,kokugo,国3,1
A_2_13,A,2,13,kokugo,国3,1
A_2_14,A,2,14,kokugo,国3,1
A_2_15,A,2,15,kokugo,国3,0
A_2_16,A,2,16,kokugo,国3,1
A_2_17,A,2,17,kokugo,国3,1
A_2_18,A,2,18,kokugo,国3,1
A_2_19,A,2,19,kokugo,国3,0
A_2_20,A,2,20,kokugo,国3,1
A_2_21,A,2,21,kokugo,国3,1
A_2_22,A,2,22,kokugo,国3,1
A_2_23,A,2,23,kokugo,国3,1
A_2_24,A,2,24,kokugo,国3,0
A_2_25,A,2,25,kokugo,国3,0
A_2_26,A,2,26,kokugo,国3,1
A_2_27,A,2,27,kokugo,国3,1
A_2_28,A,2,28,kokugo,国3,1
A_2_29,A,2,29,kokugo,国3,1
A_2_30,A,2,30,kokugo,国3,1
B_1_1,B,1,1,kokugo,国3,1
B_1_2,B,1,2,kokugo,国3,1
B_1_3,B,1,3,kokugo,国3,1
B_1_4,B,1,4,kokugo,国3,1
B_1_5,B,1,5,kokugo,国3,1
B_1_6,B,1,6,kokugo,国3,1
B_1_7,B,1,7,kokugo,国3,0
B_1_8,B,1,8,kokugo,国3,1
B_1_9,B,1,9,kokugo,国3,1
B_1_10,B,1,10,kokugo,国3,1
B_1_11,B,1,11,kokugo,国3,0
B_1_12,B,1,12,kokugo,国3,1
B_1_13,B,1,13,kokugo,国3,0
B_1_14,B,1,14,kokugo,国3,0
B_1_15,B,1,15,kokugo,国3,1
B_1_16,B,1,16,kokugo,国3,0
B_1_17,B,1,17,kokugo,国3,0
B_1_18,B,1,18,kokugo,国3,1
B_1_19,B,1,19,kokugo,国3,1
B_1_20,B,1,20,kokugo,国3,0
B_1_21,B,1,21,kokugo,国3,0
B_1_22,B,1,22,kokugo,国3,1
B_1_23,B,1,23,kokugo,国3,1
B_1_24,B,1,24,kokugo,国3,1
B_1_25,B,1,25,kokugo,国3,0
B_1_26,B,1,26,kokugo,国3,1
B_1_27,B,1,27,kokugo,国3,0
B_1_28,B,1,28,kokugo,国3,1
B_1_29,B,1,29,kokugo,国3,1
B_1_30,B,1,30,kokugo,国3,1
B_2_1,B,2,1,kokugo,国3,1
B_2_2,B,2,2,kokugo,国3,1
B_2_3,B,2,3,kokugo,国3,1
B_2_4,B,2,4,kokugo,国3,1
B_2_5,B,2,5,kokugo,国3,1
B_2_6,B,2,6,kokugo,国3,0
B_2_7,B,2,7,kokugo,国3,1
B_2_8,B,2,8,kokugo,国3,1
B_2_9,B,2,9,kokugo,国3,1
B_2_10,B,2,10,kokugo,国3,0
B_2_11,B,2,11,kokugo,国3,1
B_2_12,B,2,12,kokugo,国3,1
B_2_13,B,2,13,kokugo,国3,1
B_2_14,B,2,14,kokugo,国3,0
B_2_15,B,2,15,kokugo,国3,1
B_2_16,B,2,16,kokugo,国3,1
B_2_17,B,2,17,kokugo,国3,1
B_2_18,B,2,18,kokugo,国3,1
B_2_19,B,2,19,kokugo,国3,0
B_2_20,B,2,20,kokugo,国3,0
B_2_21,B,2,21,kokugo,国3,1
B_2_22,B,2,22,kokugo,国3,1
B_2_23,B,2,23,kokugo,国3,1
B_2_24,B,2,24,kokugo,国3,1
B_2_25,B,2,25,kokugo,国3,1
B_2_26,B,2,26,kokugo,国3,0
B_2_27,B,2,27,kokugo,国3,1
B_2_28,B,2,28,kokugo,国3,1
B_2_29,B,2,29,kokugo,国3,1
B_2_30,B,2,30,kokugo,国3,1
C_1_1,C,1,1,kokugo,国3,1
C_1_2,C,1,2,kokugo,国3,1
C_1_3,C,1,3,kokugo,国3,1
C_1_4,C,1,4,kokugo,国3,0
C_1_5,C,1,5,kokugo,国3,0
C_1_6,C,1,6,kokugo,国3,0
C_1_7,C,1,7,kokugo,国3,1
C_1_8,C,1,8,kokugo,国3,1
C_1_9,C,1,9,kokugo,国3,1
C_1_10,C,1,10,kokugo,国3,1
C_1_11,C,1,11,kokugo,国3,1
C_1_12,C,1,12,kokugo,国3,0
C_1_13,C,1,13,kokugo,国3,1
C_1_14,C,1,14,kokugo,国3,0
C_1_15,C,1,15,kokugo,国3,1
C_1_16,C,1,16,kokugo,国3,1
C_1_17,C,1,17,kokugo,国3,1
C_1_18,C,1,18,kokugo,国3,0
C_1_19,C,1,19,kokugo,国3,0
C_1_20,C,1,20,kokugo,国3,1
C_1_21,C,1,21,kokugo,国3,1
C_1_22,C,1,22,kokugo,国3,1
C_1_23,C,1,23,kokugo,国3,1
C_1_24,C,1,24,kokugo,国3,1
C_1_25,C,1,25,kokugo,国3,1
C_1_26,C,1,26,kokugo,国3,0
C_1_27,C,1,27,kokugo,国3,1
C_1_28,C,1,28,kokugo,国3,1
C_1_29,C,1,29,kokugo,国3,1
C_1_30,C,1,30,kokugo,国3,0
C_2_1,C,2,1,kokugo,国3,1
C_2_2,C,2,2,kokugo,国3,0
C_2_3,C,2,3,kokugo,国3,0
C_2_4,C,2,4,kokugo,国3,1
